拖柜时间,工厂实际完工时间,合同号,Invoice No:,出运单号,货代,客户名称,组织所属公司,客户的国别,装运港,目的港,SKU,英文名,产品图片,产品数量,工厂,合同状态,业务组,入库商家,四字机构,ETD,ETA PORT,海外仓,柜号,创建日期,业务类型,入库时间,箱数,出口收汇USD,单件净重,单件毛重,单件体积,总体积,PC,/CTN,一件多箱,PO#01,PO#02,数据来源,销售单价,采购单价,销售币别,采购币别,流程状态,订舱号,采购-USD汇率,实际装柜时间,设计佣金率,设计佣金（美元）,付佣(美元),扣佣(美元),工厂采购币别,工厂采购总额,单据状态,合同执行说明,客户货号,交单时间,包装尺寸长宽高,69码,四字码,结算类型,成本USD,平台佣金费,国内费用合计USD,国外费用合计USD,代理出运单号,代理机构,代理公司,预估国内汇总(美元),预估其他国外(美元),平台佣金(美元),财税服务费(美元),工厂采购总额(美元),物料分类英文名,开票状态,出口发票号,产品经理佣金(美元),产品经理,产品经理组织,设计佣金应收公司,产品经理佣金应收公司,销售-人民币汇率,预计国内运杂费(人民币),预计国内其他费用(人民币),设计佣金应发奖励,实际应付设计佣金,产品经理佣金应发奖励,同集群豁免产品经理佣金,实际应付产品经理佣金
,,R23GX-A300028,R23GX-A300028F01A,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2304220000007.0,LOVANO TWIN BLACK,,75,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,75,1537.5,10.1,10.7,0.016,1.2,1,1,否,58412,,中国仓WMS,20.5,18.62,USD,USD,排产中,,1.0,,0.02,30.75,0.0,0.0,RMB,10125.0,新增,,LV1009000390769014,,98.5*23*7cm;,6935653406388.0,A0188,人民币出厂含税结算,,12.3,1447.95,0.0,,,,26.5,0.0,12.3,3.08,1396.24,Single Bed,,,15.38,陈静,,广州天泽鸿渐设计有限公司,,1.0,8000.0,2500.0,0.0,0.0,0.0,0.0,15.38
,,R23GX-A300028,R23GX-A300028F01B,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2304220000008.0,LOVANO FULL BLACK,,150,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,150,4035.0,13.8,15.3,0.028,4.2,1,1,否,58412,,中国仓WMS,26.9,24.41,USD,USD,排产中,,1.0,,0.02,80.7,0.0,0.0,RMB,26550.0,新增,,LV1009000540769014,,145*26*7.5cm;,6935653408948.0,A0189,人民币出厂含税结算,,32.28,1447.95,0.0,,,,92.67,0.0,32.28,8.07,3661.25,Double Bed,,,40.35,陈静,,广州天泽鸿渐设计有限公司,,1.0,8000.0,2500.0,0.0,0.0,0.0,0.0,40.35
,,R23GX-A300028,R23GX-A300028F01C,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2304220000008.0,LOVANO FULL BLACK,,300,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,300,8970.0,15.9,17.8,0.033,9.9,1,1,否,58412,,中国仓WMS,29.9,27.44,USD,USD,排产中,,1.0,,0.02,179.4,0.0,0.0,RMB,59700.0,新增,,LV1009000600809014,,145*26*7.5cm;,6935653408948.0,A0189,人民币出厂含税结算,,71.76,1447.95,0.0,,,,218.35,0.0,71.76,17.94,8232.63,Double Bed,,,89.7,陈静,,广州天泽鸿渐设计有限公司,,1.0,8000.0,2500.0,0.0,0.0,0.0,0.0,89.7
,,R23GX-A300028,R23GX-A300028F01D,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2304220000008.0,LOVANO FULL BLACK,,75,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,75,2842.5,18.5,21.0,0.045,3.375,1,1,否,58412,,中国仓WMS,37.9,34.89,USD,USD,排产中,,1.0,,0.02,56.85,0.0,0.0,RMB,18975.0,新增,,LV1009000780809014,,145*26*7.5cm;,6935653408948.0,A0189,人民币出厂含税结算,,22.74,1447.95,0.0,,,,74.42,0.0,22.74,5.69,2616.65,Double Bed,,,28.43,陈静,,广州天泽鸿渐设计有限公司,,1.0,8000.0,2500.0,0.0,0.0,0.0,0.0,28.43
,,R23GX-A300028,R23GX-A300028F01E,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2204140000003.0,MIGLE DOUBLE WALNUT AGR,,75,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,75,1942.5,16.2,18.0,0.0542,4.065,1,1,否,58413,,中国仓WMS,25.9,24.13,USD,USD,排产中,,1.0,,0.02,38.85,0.0,0.0,RMB,13125.0,新增,,MG1009000390769014,,146*40.7*10.5cm;,6935653234561.0,9571,人民币出厂含税结算,,15.54,1447.95,0.0,,,,89.63,0.0,15.54,3.89,1809.94,Double Bed,,,19.43,张华富,浪淘沙GH,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,8000.0,2500.0,0.0,0.0,3.885,0.0,15.545
,,R23GX-A300028,R23GX-A300028F01F,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2204140000003.0,MIGLE DOUBLE WALNUT AGR,,150,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,150,5325.0,21.8,24.0,0.0734,11.01,1,1,否,58413,,中国仓WMS,35.5,33.1,USD,USD,排产中,,1.0,,0.02,106.5,0.0,0.0,RMB,36000.0,新增,,MG1009000540769014,,146*40.7*10.5cm;,6935653234561.0,9571,人民币出厂含税结算,,42.6,1447.95,0.0,,,,242.82,0.0,42.6,10.65,4964.4,Double Bed,,,53.25,张华富,浪淘沙GH,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,8000.0,2500.0,0.0,0.0,10.65,0.0,42.6
,,R23GX-A300028,R23GX-A300028F01G,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2204140000003.0,MIGLE DOUBLE WALNUT AGR,,300,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,300,11670.0,24.4,27.0,0.0801,24.03,1,1,否,58413,,中国仓WMS,38.9,35.85,USD,USD,排产中,,1.0,,0.02,233.4,0.0,0.0,RMB,78000.0,新增,,MG1009000600809014,,146*40.7*10.5cm;,6935653234561.0,9571,人民币出厂含税结算,,93.36,1447.95,0.0,,,,529.95,0.0,93.36,23.34,10756.2,Double Bed,,,116.7,张华富,浪淘沙GH,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,8000.0,2500.0,0.0,0.0,23.34,0.0,93.36
,,R23GX-A300028,R23GX-A300028F01H,R23GX-A300028S001,,LITERIES UNIVERSELLES PAGA INC.,广东广新家具有限公司,Canada,南京,蒙特利尔,2204140000003.0,MIGLE DOUBLE WALNUT AGR,,75,安徽菲雷克斯物流装备制造有限公司,新增,菡萏湖,,晓望梅观GX,,,,,2023-10-20,传统,,75,3367.5,30.0,33.0,0.105,7.875,1,1,否,58413,,中国仓WMS,44.9,42.61,USD,USD,排产中,,1.0,,0.02,67.35,0.0,0.0,RMB,23175.0,新增,,MG1009000780809014,,146*40.7*10.5cm;,6935653234561.0,9571,人民币出厂含税结算,,26.94,1447.95,0.0,,,,173.61,0.0,26.94,6.74,3195.83,Double Bed,,,33.68,张华富,浪淘沙GH,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,8000.0,2500.0,0.0,0.0,6.735,0.0,26.945
,,R23GX-A801238,R23GX-A801238F01,R23GX-A801238S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,453200027321.0,LAUREL BROWN PU,,360,安吉县迪亚办公家具有限公司,审核装柜,状元坊,,晓望梅观GX,,,Traditional,,2023-10-18,传统,,360,5158.08,7.5,8.5,0.067,24.12,1,1,否,08756460,,中国仓WMS,19.9,13.51,USD,USD,排产中,,1.0,,0.0,0.0,0.0,2005.92,RMB,35280.0,审核装柜,,068-0704-6,,42.5*42.5*37cm;,6970011023548.0,3910,人民币出厂含税结算,,57.31,344.75,0.0,,,,110.32,0.0,57.31,10.32,4865.11,Ottoman,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,2200.0,300.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A801196,R23GX-A801196F02,R23GX-A801238S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,600018379.0,DERRICK BEIGE,,360,安吉县迪亚办公家具有限公司,审核装柜,状元坊,,晓望梅观GX,,,Traditional,,2023-10-18,传统,,360,6612.19,5.8,7.6,0.099,35.64,1,1,否,08648603,,中国仓WMS,25.51,16.82,USD,USD,排产中,,1.0,,0.02,183.67,0.0,2571.41,RMB,43920.0,审核装柜,,168-0104-6,,65.5*21*46cm;,6935653189311.0,,人民币出厂含税结算,,73.47,344.75,0.0,,,,163.0,0.0,73.47,13.22,6056.57,Dining Chair,,,0.0,陈秀玲,,广州天泽鸿渐设计有限公司,,1.0,2200.0,300.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A801248,R23GX-A801248F01,R23GX-A801238S001,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,宁波,温哥华,100300009517.0,BONNIE Ⅰ,,124,浙江百之佳家具有限公司,审核装柜,状元坊,,晓望梅观GX,,,Traditional,,2023-10-18,传统,,124,3896.18,13.6,15.8,0.126,15.624,1,1,否,08798271,,中国仓WMS,43.64,29.65,USD,USD,排产中,,1.0,,0.02,108.23,0.0,1515.18,RMB,26660.0,审核装柜,,068-0935-6,,70*30*60cm;,6935653127641.0,,人民币出厂含税结算,,43.29,344.75,0.0,,,,71.47,0.0,43.29,7.79,3676.41,Boss Office Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,2200.0,300.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A801226,R23GX-A801226F01,S23GX-A800006,,"CANADIAN TIRE CORPORATION, LIMITED",广东广新家具有限公司,Canada,厦门,温哥华,5020101804.0,JEN GRAY,,2718,漳州市诺飞商贸有限公司,新增,状元坊,Tradition,晓望梅观GX,,,,,2023-10-18,,,453,,27.0,29.0,0.16,72.48,6,1,否,08725530,,中国仓WMS,10.25,7.1708,USD,USD,排产中,,,,0.0,,,,RMB,141336.0,新增,,068-0262-6,,108*30.5*48.5cm;,6970011021674.0,4043,人民币出厂含税结算,,,,,,,,,,,,,Folding Chair,,,,,,广州天泽鸿渐设计有限公司,,,4499.92,3599.99,,,,,
,,R23GX-A500015,R23GX-A500015F01,R23GX-A500015S001,,IMPORTADORA Y EXPORTADORA TORNADO CHILE LTDA.,广东广新家具有限公司,Chile,厦门,智利,2304120000031.0,PEACOCK BLACK 6PCS,,3702,漳州市旭海工贸有限公司,新增,早稻田,,晓望梅观GX,,,,,2023-10-13,传统,,617,15511.38,21.0,22.0,0.129,79.593,6,1,否,,,中国仓WMS,4.19,4.0,USD,USD,排产中,,1.0,,0.02,310.23,0.0,0.0,RMB,107358.0,新增,,,,97*29*46cm;,6935653367955.0,,人民币出厂含税结算,,124.09,0.0,0.0,,,,0.0,0.0,124.09,31.02,14804.67,Folding Chair,,,155.11,麦振煌,七录斋STS,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,0.0,0.0,0.0,0.0,31.0228,0.0,124.0872
,,R23GX-A500015,R23GX-A500015F01,R23GX-A500015S001,,IMPORTADORA Y EXPORTADORA TORNADO CHILE LTDA.,广东广新家具有限公司,Chile,厦门,智利,2310080000001.0,Yicad,,1000,漳州市旭海工贸有限公司,新增,早稻田,,晓望梅观GX,,,,,2023-10-13,传统,,100,5800.0,34.0,35.0,0.132,13.2,10,1,否,,,中国仓WMS,5.8,5.68,USD,USD,排产中,,1.0,,0.02,116.0,0.0,0.0,RMB,41200.0,新增,,,,98*30*45cm;,6935653366477.0,,人民币出厂含税结算,,46.4,0.0,0.0,,,,0.0,0.0,46.4,11.6,5681.48,Folding Chair,,,58.0,麦振煌,七录斋STS,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,0.0,0.0,0.0,0.0,11.6,0.0,46.4
,,R23GX-A900008,R23GX-A900008F02,R23GX-A900008S002,,Meijer Trading Ltd.,广东广新家具有限公司,The United States Of America,厦门,美国,2308310000001.0,FERN TABLE 4PCS,,548,福建红梅家具有限公司,新增,闻歌台,,晓望梅观GX,,,,,2023-10-12,传统,,137,6407.65,27.2,30.0,0.16,21.92,4,1,否,215114050,,中国仓WMS,12.18,11.72,USD,USD,排产中,573117,1.0,,0.02,133.49,0.0,266.99,RMB,46580.0,新增,,2762184,,95*21*95cm;,6935653394487.0,,人民币出厂含税结算,,53.4,455.07,0.0,,,,455.07,0.0,53.4,12.82,6423.38,Dining Table,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,3000.0,300.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A900008,R23GX-A900008F01,R23GX-A900008S001,,Meijer Trading Ltd.,广东广新家具有限公司,The United States Of America,厦门,美国,2308310000001.0,FERN TABLE 4PCS,,1452,福建红梅家具有限公司,审核装柜,闻歌台,,晓望梅观GX,,,,,2023-10-12,传统,,363,16977.95,27.2,30.0,0.16,58.08,4,1,否,215114049,,中国仓WMS,12.18,11.72,USD,USD,排产中,573116,1.0,,0.02,353.71,0.0,707.41,RMB,123420.0,审核装柜,,2762184,,95*21*95cm;,6935653394487.0,,人民币出厂含税结算,,141.48,1323.84,0.0,,,,1323.84,0.0,141.48,33.96,17019.62,Dining Table,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,9000.0,600.0,0.0,0.0,0.0,0.0,0.0
2023-09-25,,R23GX-AI00073,R23GX-AI00073F01,S23GX-AI00038,,39F INC.,广东广新家具有限公司,Canada,宁波,美国,600007223.0,FRANKFURT GREY YKC,,36,浙江强盛家具有限公司,审核装柜,新天地,QXD_39FINC,晓望梅观GX,2023-10-15,2023-11-29,US-Castle Gate,MSKU9401925,2023-10-10,电商,,9,413.48,18.0,20.5,0.219,1.971,4,1,否,WHS-44345-34002703,,中国仓WMS,11.72,11.17,USD,USD,排产中,,1.0,,0.02,8.44,0.0,8.44,RMB,2916.0,审核装柜,,,2023-10-17,74*58*51cm;,6935653112821.0,AA18,人民币出厂含税结算,,3.38,114.18,0.0,,,,46.37,0.0,3.38,0.0,402.12,Dining Chair,,,4.22,范阿敏,藏龙瀑GX,广州天泽鸿渐设计有限公司,广州天泽鸿渐设计有限公司,1.0,736.0,92.0,0.0,0.0,0.8438,0.0,3.3762
2023-09-25,,R23GX-AI00073,R23GX-AI00073F01,S23GX-AI00038,,39F INC.,广东广新家具有限公司,Canada,宁波,美国,1503366012111.0,CARNATION TURQUOISE,,52,浙江强盛家具有限公司,审核装柜,新天地,QXD_39FINC,晓望梅观GX,2023-10-15,2023-11-29,US-Castle Gate,MSKU9401925,2023-10-10,电商,,52,654.33,4.88,5.87,0.041,2.132,1,1,否,WHS-44345-34002703,,中国仓WMS,12.84,11.72,USD,USD,排产中,,1.0,,0.02,13.35,0.0,13.35,RMB,4420.0,审核装柜,,,2023-10-17,47*19*46cm;,6970011013709.0,2745,人民币出厂含税结算,,5.34,114.18,0.0,,,,50.16,0.0,5.34,0.0,609.52,Mesh Office Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,736.0,92.0,0.0,0.0,0.0,0.0,0.0
2023-09-25,,R23GX-AI00073,R23GX-AI00073F01,S23GX-AI00038,,39F INC.,广东广新家具有限公司,Canada,宁波,美国,100100002949.0,ROSS CHROME VELVET CACTUS,,6,浙江强盛家具有限公司,审核装柜,新天地,QXD_39FINC,晓望梅观GX,2023-10-15,2023-11-29,US-Castle Gate,MSKU9401925,2023-10-10,电商,,6,144.65,8.2,10.2,0.125,0.75,1,1,否,WHS-44345-34002703,,中国仓WMS,24.6,22.89,USD,USD,排产中,,1.0,,0.02,2.95,0.0,2.95,RMB,996.0,审核装柜,,,2023-10-17,64*35*56cm;,6935653101887.0,8144,人民币出厂含税结算,,1.18,114.18,0.0,,,,17.64,0.0,1.18,0.0,137.35,Secretary Office Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,736.0,92.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A900009,R23GX-A900009F02,R23GX-A900009S002,,Meijer Trading Ltd.,广东广新家具有限公司,The United States Of America,厦门,美国,100017900.0,GAINES BLACK 4PCS,,440,福建红梅家具有限公司,新增,闻歌台,,晓望梅观GX,,,,,2023-10-10,传统,,110,1643.14,5.0,6.5,0.043,4.73,4,1,否,215228174,3463014-004-012,中国仓WMS,3.89,3.45,USD,USD,排产中,,1.0,,0.02,34.23,0.0,68.46,RMB,11000.0,新增,,,,73*31*19cm;,,,人民币出厂含税结算,,13.69,399.91,0.0,,,,188.0,0.0,13.69,3.29,1516.9,Folding Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,2500.0,400.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A900009,R23GX-A900009F02,R23GX-A900009S002,,Meijer Trading Ltd.,广东广新家具有限公司,The United States Of America,厦门,美国,200200001850.0,JOEY HM 4PCS,,344,福建红梅家具有限公司,新增,闻歌台,,晓望梅观GX,,,,,2023-10-10,传统,,86,2437.17,12.0,13.6,0.062,5.332,4,1,否,215228174,3288938-004-007,中国仓WMS,7.38,5.76,USD,USD,排产中,,1.0,,0.02,50.77,0.0,101.55,RMB,14379.2,新增,,,,78.5*51*15.5cm;,,,人民币出厂含税结算,,20.31,399.91,0.0,,,,211.91,0.0,20.31,4.87,1982.89,Laptop Table,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,2500.0,400.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A900009,R23GX-A900009F01,R23GX-A900009S001,,Meijer Trading Ltd.,广东广新家具有限公司,The United States Of America,厦门,美国,100017900.0,GAINES BLACK 4PCS,,860,福建红梅家具有限公司,新增,闻歌台,,晓望梅观GX,,,,,2023-10-10,传统,,215,3211.58,5.0,6.5,0.043,9.245,4,1,否,215228170,3463014-004-012,中国仓WMS,3.89,3.45,USD,USD,排产中,,1.0,,0.02,66.91,0.0,133.82,RMB,21500.0,新增,TO 财务，工厂垫付的174元快递费在此合同货款支付,,,73*31*19cm;,,,人民币出厂含税结算,,26.76,675.71,0.0,,,,321.77,0.0,26.76,6.42,2964.85,Folding Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4500.0,400.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-A900009,R23GX-A900009F01,R23GX-A900009S001,,Meijer Trading Ltd.,广东广新家具有限公司,The United States Of America,厦门,美国,200200001850.0,JOEY HM 4PCS,,656,福建红梅家具有限公司,新增,闻歌台,,晓望梅观GX,,,,,2023-10-10,传统,,164,4647.63,12.0,13.6,0.062,10.168,4,1,否,215228170,3288938-004-007,中国仓WMS,7.38,5.76,USD,USD,排产中,,1.0,,0.02,96.83,0.0,193.65,RMB,27420.8,新增,TO 财务，工厂垫付的174元快递费在此合同货款支付,,,78.5*51*15.5cm;,,,人民币出厂含税结算,,38.73,675.71,0.0,,,,353.94,0.0,38.73,9.3,3781.33,Laptop Table,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,4500.0,400.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00053,,39F INC.,广东广新家具有限公司,Canada,天津,芝加哥,400006971.0,INDEPENDENCE BAR BOUTON,,2,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,Michigan,,2023-09-28,电商,,1,33.26,13.0,15.0,0.125,0.125,2,1,否,,,中国仓WMS,16.97,15.58,USD,USD,排产中,,1.0,,0.02,0.68,0.0,0.68,RMB,226.0,审核装柜,,,,102*48*25.5cm;,6935653132942.0,0695,人民币出厂含税结算,,0.27,1206.63,0.0,,,,1206.63,0.0,0.27,0.0,31.17,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000048.0,CHARLTON COUNTER 26 DARK GREY TERRY WALNUT METAL LEG,,20,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,10,303.02,12.0,15.5,0.122,1.22,2,1,否,,,中国仓WMS,15.46,14.33,USD,USD,排产中,,1.0,,0.02,6.18,0.0,6.18,RMB,2078.0,审核装柜,,,,66.5*44*38cm;,6935653271993.0,0140,人民币出厂含税结算,,2.47,1206.63,0.0,,,,21.84,0.0,2.47,0.0,286.56,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000048.0,CHARLTON COUNTER 26 DARK GREY TERRY WALNUT METAL LEG,,40,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,20,606.03,12.0,15.5,0.122,2.44,2,1,否,,,中国仓WMS,15.46,14.33,USD,USD,排产中,,1.0,,0.02,12.37,0.0,12.37,RMB,4156.0,审核装柜,,,,66.5*44*38cm;,6935653271993.0,0140,人民币出厂含税结算,,4.95,1206.63,0.0,,,,43.8,0.0,4.95,0.0,573.11,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000048.0,CHARLTON COUNTER 26 DARK GREY TERRY WALNUT METAL LEG,,40,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,20,606.03,12.0,15.5,0.122,2.44,2,1,否,,,中国仓WMS,15.46,14.33,USD,USD,排产中,,1.0,,0.02,12.37,0.0,12.37,RMB,4156.0,审核装柜,,,,66.5*44*38cm;,6935653271993.0,0140,人民币出厂含税结算,,4.95,1206.63,0.0,,,,43.8,0.0,4.95,0.0,573.11,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000048.0,CHARLTON COUNTER 26 DARK GREY TERRY WALNUT METAL LEG,,40,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,20,606.03,12.0,15.5,0.122,2.44,2,1,否,,,中国仓WMS,15.46,14.33,USD,USD,排产中,,1.0,,0.02,12.37,0.0,12.37,RMB,4156.0,审核装柜,,,,66.5*44*38cm;,6935653271993.0,0140,人民币出厂含税结算,,4.95,1206.63,0.0,,,,43.8,0.0,4.95,0.0,573.11,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00059,R23GX-ZY00059F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,600012604.0,CHARLTON TERRY FABRIC GREY,,560,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,140,6009.36,18.2,21.2,0.217,30.38,4,1,否,,,中国仓WMS,10.95,10.34,USD,USD,排产中,,1.0,,0.02,122.64,0.0,122.64,RMB,42000.0,审核装柜,,,,59*50*68cm;,6935653146420.0,1970,人民币出厂含税结算,,49.06,1206.63,0.0,,,,545.16,0.0,49.06,0.0,5791.8,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000065.0,DONCIC BAR 30 BROWN SUEDE BLACK GOLD LEG,,40,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,20,809.09,12.6,14.0,0.192,3.84,2,1,否,,,中国仓WMS,20.64,18.34,USD,USD,排产中,,1.0,,0.02,16.51,0.0,16.51,RMB,5320.0,审核装柜,,,,76*45*62cm;,6935653266883.0,0157,人民币出厂含税结算,,6.6,1206.63,0.0,,,,68.9,0.0,6.6,0.0,733.63,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000064.0,DONCIC COUNTER 26 BROWN SUEDE BLACK GOLD LEG,,40,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,20,790.66,12.6,14.0,0.181,3.62,2,1,否,,,中国仓WMS,20.17,18.01,USD,USD,排产中,,1.0,,0.02,16.14,0.0,16.14,RMB,5224.0,审核装柜,,,,72*45*62cm;,6935653264322.0,6509,人民币出厂含税结算,,6.45,1206.63,0.0,,,,64.92,0.0,6.45,0.0,720.39,Barstool,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,2207260000020.0,DONCIC DINING BROWN SUEDE BLACK GOLD LEG,,10,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,5,172.68,10.6,12.0,0.162,0.81,2,1,否,,,中国仓WMS,17.62,15.86,USD,USD,排产中,,1.0,,0.02,3.52,0.0,3.52,RMB,1150.0,审核装柜,,,,70*40*58cm;,6935653297573.0,0106,人民币出厂含税结算,,1.41,1206.63,0.0,,,,14.48,0.0,1.41,0.0,158.59,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
,,R23GX-ZY00055,R23GX-ZY00055F01,S23GX-ZY00052,,39F INC.,广东广新家具有限公司,Canada,天津,萨凡纳,600010058.0,PUZZLE NAVY BLUE,,20,廊坊问界家具有限公司,审核装柜,正一观,QXD_39FINC,晓望梅观GX,,,US Atlanta,,2023-09-28,电商,,10,299.1,10.08,12.08,0.196,1.96,2,1,否,,,中国仓WMS,15.26,13.86,USD,USD,排产中,,1.0,,0.02,6.1,0.0,6.1,RMB,2010.0,审核装柜,,,,70*51*55cm;,6935653132898.0,0690,人民币出厂含税结算,,2.44,1206.63,0.0,,,,35.23,0.0,2.44,0.0,277.18,Dining Chair,,,0.0,,,广州天泽鸿渐设计有限公司,,1.0,7000.0,1750.0,0.0,0.0,0.0,0.0,0.0
